時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2016/05/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11432.50
2016/05/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11547.00
2016/05/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11879.00
2016/05/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11544.00
2016/05/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10335.00
2016/05/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9933.00
2016/05/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11682.00
2016/05/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12245.00
2016/05/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11011.00
2016/05/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11732.00
2016/05/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11775.50
2016/05/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10505.50
2016/05/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10152.50
2016/05/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10416.00
2016/05/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9919.50
2016/05/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10642.00
2016/05/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11246.00
2016/05/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10947.00
2016/05/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9864.00
2016/05/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9710.50
2016/05/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11145.50
2016/05/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11806.00
2016/05/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11705.50
2016/05/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12098.50
2016/05/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11793.00
2016/05/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11009.00
2016/05/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10726.50
2016/05/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12392.00
2016/05/31,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,13144.50
2016/06/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,13070.00
2016/06/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12992.00
2016/06/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12678.00
2016/06/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11558.00
2016/06/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10389.50
