時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2017/03,North,Chu-HsuanFemale,主迴路                 ,Dorm                  ,18701.77
2017/03,North,DinningHall2                ,1F便利超商動力,Rented                  ,18603.38
2017/03,North,Motocycle,主迴路                 ,Admin                  ,17322.56
2017/03,North,GraduateStudentDormitory1,主迴路                 ,Dorm                  ,15714.75
2017/03,North,EECS,空調                  ,Admin                  ,12660
2017/03,North,Engineer1,主迴路                 ,Teach                  ,12430.25
2017/03,North,SD11,主迴路                 ,Dorm                  ,12037.63
2017/03,North,DinningHall2                ,1F動力2,Rented                  ,11142.56
2017/03,North,Badminton,主迴路                 ,Admin                  ,7286.13
2017/03,North,Info(North),館旁餐亭                ,Rented                  ,4911.31
2017/03,North,DinningHall2                ,2F快餐部P動力,Rented                  ,4586.5
2017/03,North,DinningHall2                ,2F素食部L燈力,Rented                  ,3776.27
2017/03,North,DinningHall2                ,1F燈力,Rented                  ,3652.78
2017/03,North,DinningHall2                ,2F素食部P動力,Rented                  ,3508.75
2017/03,North,ActivityCenter,空調R                 ,Admin                  ,3255.28
2017/03,North,EECS,網球場動力               ,Admin                  ,3145.53
2017/03,North,ActivityCenter,思源                  ,Admin                  ,2674.47
2017/03,North,DinningHall2                ,3F教職員餐廳P動力,Rented                  ,2582.25
2017/03,North,ActivityCenter,華通燈插                ,Rented                  ,2185.61
2017/03,North,CCAuditorium,1F郵局P動力,Rented                  ,2068.43
2017/03,North,Gym,司令台                 ,Admin                  ,1775.45
2017/03,North,DinningHall2                ,3F員工餐廳P動力,Rented                  ,1707.59
2017/03,North,DinningHall2                ,2F水果部L燈力,Rented                  ,1576.47
2017/03,North,DinningHall2                ,2F快餐部L燈力,Rented                  ,1342.52
2017/03,North,WasteWater,主迴路                 ,Admin                  ,1108.63
2017/03,North,Gym,籃排球場                ,Admin                  ,1037.06
2017/03,North,ActivityCenter,美髮部                 ,Rented                  ,943.66
2017/03,North,ActivityCenter,眼鏡部                 ,Rented                  ,927.74
2017/03,North,ActivityCenter,理髮部                 ,Rented                  ,925.16
2017/03,North,First_dorm,主迴路                 ,Dorm                  ,644.36
2017/03,North,EECS,網球場燈力               ,Admin                  ,631.57
2017/03,North,SD10,學生交誼廳               ,Dorm                  ,525.94
2017/03,North,Admin_bd,主迴路                 ,Admin                  ,496.88
2017/03,North,ActivityCenter,洗衣部                 ,Rented                  ,319.24
2017/03,North,CCAuditorium,1F郵局L燈力,Rented                  ,78.57
2017/03,North,ActivityCenter,華通空調                ,Rented                  ,28.5
2017/03,North,Info(North),主迴路                 ,Admin                  ,0
2017/03,North,DinningHall2                ,2F水果部P動力,Rented                  ,0
2017/02,North,Tien_gia_bin,主迴路                 ,Teach                  ,225028.5
2017/02,North,SC,主迴路                 ,Teach                  ,193847.5
2017/02,North,EECS,主迴路                 ,Teach                  ,128627.5
2017/02,North,SB,主迴路                 ,Teach                  ,112657
2017/02,North,Swim,主迴路                 ,Admin                  ,75096.75
2017/02,North,DinningHall2                ,主迴路                 ,Rented                  ,51851.75
2017/02,North,ActivityCenter,主迴路                 ,Admin                  ,42026.41
2017/02,North,EnvProtect_bd,主迴路                 ,Teach                  ,32578.91
2017/02,North,SA,主迴路                 ,Teach                  ,31529.94
2017/02,North,Gym,主迴路                 ,Admin                  ,29942.56
2017/02,North,DinningHall2                ,3F員工餐廳L燈力,Rented                  ,27418.35
2017/02,North,SD10,主迴路                 ,Dorm                  ,24553.75
2017/02,North,StudentDormitory9,主迴路                 ,Dorm                  ,24372.56
2017/02,North,Engineer2,主迴路                 ,Teach                  ,20996.31
2017/02,North,DinningHall2                ,1F動力1,Rented                  ,20604.75
2017/02,North,CCAuditorium,主迴路                 ,Admin                  ,17041.53
2017/02,North,Manegement1,主迴路                 ,Teach                  ,16063.75
2017/02,North,DinningHall2                ,1F便利超商動力,Rented                  ,16051.63
2017/02,North,GraduateDorm1,主迴路                 ,Dorm                  ,15851.25
2017/02,North,HA1,主迴路                 ,Teach                  ,15777.19
2017/02,North,Motocycle,主迴路                 ,Admin                  ,15521.56
2017/02,North,HABuilding2                ,主迴路                 ,Teach                  ,14651.88
2017/02,North,GraduateStudentDormitory1,主迴路                 ,Dorm                  ,13680.75
2017/02,North,Chu-HsuanFemale,主迴路                 ,Dorm                  ,12618.53
2017/02,North,Engineer1,主迴路                 ,Teach                  ,10572.25
2017/02,North,SD11,主迴路                 ,Dorm                  ,9449.63
2017/02,North,DinningHall2                ,1F動力2,Rented                  ,8154.44
2017/02,North,Badminton,主迴路                 ,Admin                  ,6900
2017/02,North,EECS,空調                  ,Admin                  ,5864
2017/02,North,ActivityCenter,空調R                 ,Admin                  ,4853.66
2017/02,North,Info(North),館旁餐亭                ,Rented                  ,4063.75
2017/02,North,DinningHall2                ,1F燈力,Rented                  ,2861.48
2017/02,North,DinningHall2                ,2F素食部P動力,Rented                  ,2829.69
2017/02,North,ActivityCenter,思源                  ,Admin                  ,2753.44
2017/02,North,EECS,網球場動力               ,Admin                  ,2674.25
2017/02,North,DinningHall2                ,2F快餐部P動力,Rented                  ,2663
2017/02,North,DinningHall2                ,2F素食部L燈力,Rented                  ,2312.03
2017/02,North,Gym,司令台                 ,Admin                  ,2146.36
2017/02,North,DinningHall2                ,3F教職員餐廳P動力,Rented                  ,2120
2017/02,North,CCAuditorium,1F郵局P動力,Rented                  ,1707.5
2017/02,North,ActivityCenter,華通燈插                ,Rented                  ,1564.78
2017/02,North,DinningHall2                ,3F員工餐廳P動力,Rented                  ,1373.89
2017/02,North,DinningHall2                ,2F快餐部L燈力,Rented                  ,1109.46
